Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Rel std dev %	Mean	Mean diff %	Median	Median diff %	Skew	P-value	Instruction count	Memory usage
Laravel 12.11.0 demo app	50	100	100	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.46134	0.46259	0.00027	0.05851	0.46197	0.00	0.46198	0.00	0.018	0.999	0	27.64
Laravel 12.11.0 demo app	50	100	100	PHP - previous master	084e409694	https://github.com/php/php-src/commit/084e409694	0.45785	0.46109	0.00042	0.09190	0.45871	-0.71	0.45865	-0.72	2.166	0.000	0	27.03
Laravel 12.11.0 demo app	50	100	100	PHP - master	03ca08948d	https://github.com/php/php-src/commit/03ca08948d	0.45784	0.45940	0.00028	0.06200	0.45848	-0.76	0.45843	-0.77	0.567	0.000	0	27.03
Laravel 12.11.0 demo app	50	100	100	PHP - master (JIT)	03ca08948d	https://github.com/php/php-src/commit/03ca08948d	0.43948	0.44283	0.00042	0.09555	0.44009	-4.74	0.44003	-4.75	3.258	0.000	0	27.03
Symfony 2.8.0 demo app	50	100	100	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.76068	0.78085	0.00197	0.25616	0.76935	0.00	0.76935	0.00	0.622	0.999	0	27.67
Symfony 2.8.0 demo app	50	100	100	PHP - previous master	084e409694	https://github.com/php/php-src/commit/084e409694	0.76061	0.78017	0.00331	0.43105	0.76767	-0.22	0.76912	-0.03	-0.351	0.001	0	27.05
Symfony 2.8.0 demo app	50	100	100	PHP - master	03ca08948d	https://github.com/php/php-src/commit/03ca08948d	0.76451	0.78123	0.00196	0.25463	0.76904	-0.04	0.76886	-0.06	4.088	0.000	0	27.05
Symfony 2.8.0 demo app	50	100	100	PHP - master (JIT)	03ca08948d	https://github.com/php/php-src/commit/03ca08948d	0.73906	0.99384	0.09281	11.23046	0.82644	7.42	0.79662	3.55	0.729	0.007	0	27.05
Wordpress 6.9 main page	20	100	20	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.65938	0.68068	0.00287	0.43411	0.66082	0.00	0.66039	0.00	6.596	0.999	0	27.67
Wordpress 6.9 main page	20	100	20	PHP - previous master	084e409694	https://github.com/php/php-src/commit/084e409694	0.66277	0.68352	0.00230	0.34701	0.66416	0.51	0.66368	0.50	6.595	0.000	0	27.05
Wordpress 6.9 main page	20	100	20	PHP - master	03ca08948d	https://github.com/php/php-src/commit/03ca08948d	0.66219	0.68283	0.00213	0.32151	0.66339	0.39	0.66308	0.41	7.889	0.000	0	27.05
Wordpress 6.9 main page	20	100	20	PHP - master (JIT)	03ca08948d	https://github.com/php/php-src/commit/03ca08948d	0.59380	0.59696	0.00063	0.10513	0.59478	-9.99	0.59463	-9.96	1.653	0.000	0	27.05
bench.php	10	100	2	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.42594	0.43265	0.00127	0.29708	0.42839	0.00	0.42857	0.00	0.499	0.999	0	7.94
bench.php	10	100	2	PHP - previous master	084e409694	https://github.com/php/php-src/commit/084e409694	0.44074	0.44826	0.00147	0.33167	0.44416	3.68	0.44409	3.62	0.164	0.000	0	7.95
bench.php	10	100	2	PHP - master	03ca08948d	https://github.com/php/php-src/commit/03ca08948d	0.44087	0.44841	0.00173	0.38904	0.44426	3.71	0.44415	3.63	0.354	0.000	0	7.95
bench.php	10	100	2	PHP - master (JIT)	03ca08948d	https://github.com/php/php-src/commit/03ca08948d	0.13802	0.14393	0.00128	0.90932	0.14086	-67.12	0.14092	-67.12	0.022	0.000	0	7.95
