Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Rel std dev %	Mean	Mean diff %	Median	Median diff %	Skewness	Z-stat	P-value	Memory usage
Laravel 12.11.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.39907	0.40037	0.00024	0.05996	0.39949	0.00	0.39947	0.00	1.144	0.000	1.000	26.71
Laravel 12.11.0 demo app	50	50	100	PHP - previous master	100e8f353e	https://github.com/php/php-src/commit/100e8f353e	0.37453	0.37605	0.00025	0.06741	0.37484	-6.17	0.37478	-6.18	2.746	8.614	0.000	25.85
Laravel 12.11.0 demo app	50	50	100	PHP - master	38956a3f3e	https://github.com/php/php-src/commit/38956a3f3e	0.37428	0.37549	0.00023	0.06007	0.37475	-6.19	0.37472	-6.20	0.642	8.614	0.000	25.83
Symfony 2.8.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.68033	0.68420	0.00084	0.12331	0.68174	0.00	0.68151	0.00	0.883	0.000	1.000	26.86
Symfony 2.8.0 demo app	50	50	100	PHP - previous master	100e8f353e	https://github.com/php/php-src/commit/100e8f353e	0.67485	0.67703	0.00043	0.06420	0.67542	-0.93	0.67534	-0.91	1.716	8.614	0.000	26.34
Symfony 2.8.0 demo app	50	50	100	PHP - master	38956a3f3e	https://github.com/php/php-src/commit/38956a3f3e	0.67730	0.68041	0.00061	0.09012	0.67825	-0.51	0.67813	-0.50	0.993	8.607	0.000	26.30
Wordpress 6.9 main page	20	50	20	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.59110	0.59562	0.00086	0.14484	0.59290	0.00	0.59278	0.00	0.409	0.000	1.000	26.67
Wordpress 6.9 main page	20	50	20	PHP - previous master	100e8f353e	https://github.com/php/php-src/commit/100e8f353e	0.58895	0.59199	0.00063	0.10643	0.58995	-0.50	0.58979	-0.50	1.218	8.538	0.000	26.26
Wordpress 6.9 main page	20	50	20	PHP - master	38956a3f3e	https://github.com/php/php-src/commit/38956a3f3e	0.58903	0.59297	0.00073	0.12429	0.59008	-0.48	0.58997	-0.47	1.412	8.386	0.000	26.23
bench.php	20	50	2	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.44329	0.44615	0.00064	0.14283	0.44478	0.00	0.44477	0.00	0.066	0.000	1.000	26.67
bench.php	20	50	2	PHP - previous master	100e8f353e	https://github.com/php/php-src/commit/100e8f353e	0.45123	0.45332	0.00041	0.09008	0.45210	1.64	0.45210	1.65	0.453	-8.614	0.000	26.26
bench.php	20	50	2	PHP - master	38956a3f3e	https://github.com/php/php-src/commit/38956a3f3e	0.45122	0.45388	0.00060	0.13354	0.45226	1.68	0.45209	1.65	0.982	-8.614	0.000	26.23
