Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Average	Average diff %	Median	Median diff %	Instruction count	Memory usage
Laravel 11.1.2 demo app	50	30	100	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.43873	0.44856	0.00170	0.43973	0.00	0.43946	0.00	0	41.86
Laravel 11.1.2 demo app	50	30	100	PHP - previous master	fe8d39afc4	https://github.com/php/php-src/commit/fe8d39afc4	0.43619	0.43940	0.00068	0.43708	-0.60	0.43688	-0.59	0	41.86
Laravel 11.1.2 demo app	50	30	100	PHP - master	0dede83264	https://github.com/php/php-src/commit/0dede83264	0.43659	0.44035	0.00087	0.43768	-0.47	0.43740	-0.47	0	41.86
Laravel 11.1.2 demo app	50	30	100	PHP - master (JIT)	0dede83264	https://github.com/php/php-src/commit/0dede83264	0.42608	0.42828	0.00048	0.42691	-2.92	0.42678	-2.88	0	50.79
Symfony 2.6.0 demo app	50	30	100	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.71296	0.71598	0.00076	0.71406	0.00	0.71386	0.00	0	37.39
Symfony 2.6.0 demo app	50	30	100	PHP - previous master	fe8d39afc4	https://github.com/php/php-src/commit/fe8d39afc4	0.69551	0.70657	0.00184	0.70489	-1.28	0.70509	-1.23	0	37.55
Symfony 2.6.0 demo app	50	30	100	PHP - master	0dede83264	https://github.com/php/php-src/commit/0dede83264	0.70353	0.70652	0.00080	0.70484	-1.29	0.70476	-1.27	0	37.55
Symfony 2.6.0 demo app	50	30	100	PHP - master (JIT)	0dede83264	https://github.com/php/php-src/commit/0dede83264	0.67912	0.68101	0.00051	0.67997	-4.77	0.67995	-4.75	0	44.55
Wordpress 6.2 main page	10	30	20	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.58138	0.58340	0.00048	0.58215	0.00	0.58208	0.00	0	43.01
Wordpress 6.2 main page	10	30	20	PHP - previous master	fe8d39afc4	https://github.com/php/php-src/commit/fe8d39afc4	0.57859	0.58129	0.00065	0.57973	-0.42	0.57971	-0.41	0	42.93
Wordpress 6.2 main page	10	30	20	PHP - master	0dede83264	https://github.com/php/php-src/commit/0dede83264	0.57684	0.57931	0.00049	0.57818	-0.68	0.57823	-0.66	0	42.93
Wordpress 6.2 main page	10	30	20	PHP - master (JIT)	0dede83264	https://github.com/php/php-src/commit/0dede83264	0.52148	0.52384	0.00052	0.52263	-10.22	0.52255	-10.23	0	61.91
bench.php	10	25	0	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.21464	0.21864	0.00111	0.21627	0.00	0.21615	0.00	0	26.18
bench.php	10	25	0	PHP - previous master	fe8d39afc4	https://github.com/php/php-src/commit/fe8d39afc4	0.21658	0.22025	0.00091	0.21818	0.89	0.21804	0.87	0	26.27
bench.php	10	25	0	PHP - master	0dede83264	https://github.com/php/php-src/commit/0dede83264	0.21636	0.21942	0.00075	0.21753	0.58	0.21746	0.60	0	26.27
bench.php	10	25	0	PHP - master (JIT)	0dede83264	https://github.com/php/php-src/commit/0dede83264	0.07463	0.07675	0.00057	0.07581	-64.95	0.07587	-64.90	0	27.37
micro_bench.php	10	25	0	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	1.33804	1.36820	0.00664	1.35079	0.00	1.35082	0.00	0	20.44
micro_bench.php	10	25	0	PHP - previous master	fe8d39afc4	https://github.com/php/php-src/commit/fe8d39afc4	1.37280	1.38717	0.00391	1.37898	2.09	1.37804	2.01	0	20.53
micro_bench.php	10	25	0	PHP - master	0dede83264	https://github.com/php/php-src/commit/0dede83264	1.27328	1.29126	0.00444	1.28333	-4.99	1.28251	-5.06	0	20.53
micro_bench.php	10	25	0	PHP - master (JIT)	0dede83264	https://github.com/php/php-src/commit/0dede83264	0.52464	0.53796	0.00364	0.53126	-60.67	0.53146	-60.66	0	21.79
