Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Rel std dev %	Mean	Mean diff %	Median	Median diff %	Skewness	Z-stat	P-value	Memory usage
Laravel 12.11.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.39632	0.39831	0.00034	0.08526	0.39670	0.00	0.39662	0.00	2.687	0.000	1.000	26.70
Laravel 12.11.0 demo app	50	50	100	PHP - previous master	9dc29aafa5	https://github.com/php/php-src/commit/9dc29aafa5	0.38632	0.38838	0.00035	0.08944	0.38693	-2.46	0.38684	-2.46	1.528	8.614	0.000	25.73
Laravel 12.11.0 demo app	50	50	100	PHP - master	c3f1015e56	https://github.com/php/php-src/commit/c3f1015e56	0.38728	0.38979	0.00038	0.09907	0.38775	-2.26	0.38768	-2.25	3.336	8.614	0.000	25.71
Laravel 12.11.0 demo app	50	50	100	PHP - master (JIT)	c3f1015e56	https://github.com/php/php-src/commit/c3f1015e56	0.36136	0.36410	0.00059	0.16357	0.36198	-8.75	0.36180	-8.78	2.139	8.614	0.000	25.83
Symfony 2.8.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.67453	0.67752	0.00056	0.08366	0.67514	0.00	0.67492	0.00	1.990	0.000	1.000	26.84
Symfony 2.8.0 demo app	50	50	100	PHP - previous master	9dc29aafa5	https://github.com/php/php-src/commit/9dc29aafa5	0.66585	0.66748	0.00044	0.06605	0.66641	-1.29	0.66626	-1.28	1.180	8.614	0.000	26.15
Symfony 2.8.0 demo app	50	50	100	PHP - master	c3f1015e56	https://github.com/php/php-src/commit/c3f1015e56	0.67336	0.67542	0.00044	0.06560	0.67399	-0.17	0.67391	-0.15	1.273	7.835	0.000	26.12
Symfony 2.8.0 demo app	50	50	100	PHP - master (JIT)	c3f1015e56	https://github.com/php/php-src/commit/c3f1015e56	0.63921	0.64257	0.00059	0.09171	0.64000	-5.20	0.63988	-5.19	2.592	8.614	0.000	26.17
Wordpress 6.9 main page	20	50	20	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.58941	0.59442	0.00121	0.20389	0.59166	0.00	0.59157	0.00	0.285	0.000	1.000	26.65
Wordpress 6.9 main page	20	50	20	PHP - previous master	9dc29aafa5	https://github.com/php/php-src/commit/9dc29aafa5	0.58747	0.59273	0.00110	0.18652	0.58847	-0.54	0.58823	-0.57	2.692	7.856	0.000	26.16
Wordpress 6.9 main page	20	50	20	PHP - master	c3f1015e56	https://github.com/php/php-src/commit/c3f1015e56	0.58707	0.59036	0.00060	0.10196	0.58769	-0.67	0.58758	-0.67	3.647	8.504	0.000	26.13
Wordpress 6.9 main page	20	50	20	PHP - master (JIT)	c3f1015e56	https://github.com/php/php-src/commit/c3f1015e56	0.51805	0.52165	0.00079	0.15229	0.51875	-12.32	0.51860	-12.34	2.726	8.614	0.000	26.25
bench.php	20	50	2	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.44316	0.44558	0.00058	0.13005	0.44445	0.00	0.44442	0.00	0.144	0.000	1.000	26.65
bench.php	20	50	2	PHP - previous master	9dc29aafa5	https://github.com/php/php-src/commit/9dc29aafa5	0.44962	0.45243	0.00060	0.13235	0.45088	1.45	0.45090	1.46	0.144	-8.614	0.000	26.16
bench.php	20	50	2	PHP - master	c3f1015e56	https://github.com/php/php-src/commit/c3f1015e56	0.44930	0.45285	0.00062	0.13712	0.45071	1.41	0.45069	1.41	0.764	-8.614	0.000	26.13
bench.php	20	50	2	PHP - master (JIT)	c3f1015e56	https://github.com/php/php-src/commit/c3f1015e56	0.14414	0.14497	0.00019	0.13289	0.14454	-67.48	0.14455	-67.48	0.212	8.614	0.000	26.25
