Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Rel std dev %	Mean	Mean diff %	Median	Median diff %	Skew	P-value	Instruction count	Memory usage
Laravel 12.2.0 demo app	50	100	100	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.47668	0.48435	0.00090	0.18741	0.47821	0.00	0.47802	0.00	3.327	0.999	180942813	43.62
Laravel 12.2.0 demo app	50	100	100	PHP - previous master	341d2d1bdc	https://github.com/php/php-src/commit/341d2d1bdc	0.46951	0.47613	0.00089	0.18814	0.47110	-1.49	0.47094	-1.48	3.154	0.000	176329095	44.39
Laravel 12.2.0 demo app	50	100	100	PHP - master	e861608eee	https://github.com/php/php-src/commit/e861608eee	0.46971	0.47319	0.00074	0.15688	0.47096	-1.52	0.47078	-1.51	0.775	0.000	176404766	44.39
Laravel 12.2.0 demo app	50	100	100	PHP - master (JIT)	e861608eee	https://github.com/php/php-src/commit/e861608eee	0.45006	0.45294	0.00053	0.11701	0.45135	-5.62	0.45127	-5.60	0.459	0.000	147897863	53.51
Symfony 2.7.0 demo app	50	100	100	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.74574	0.74932	0.00078	0.10424	0.74747	0.00	0.74748	0.00	0.328	0.999	291622023	40.10
Symfony 2.7.0 demo app	50	100	100	PHP - previous master	341d2d1bdc	https://github.com/php/php-src/commit/341d2d1bdc	0.74456	0.75629	0.00124	0.16563	0.74636	-0.15	0.74623	-0.17	5.289	0.000	290414856	40.70
Symfony 2.7.0 demo app	50	100	100	PHP - master	e861608eee	https://github.com/php/php-src/commit/e861608eee	0.74280	0.75398	0.00141	0.18948	0.74472	-0.37	0.74456	-0.39	3.313	0.000	290409551	40.95
Symfony 2.7.0 demo app	50	100	100	PHP - master (JIT)	e861608eee	https://github.com/php/php-src/commit/e861608eee	0.71217	0.72265	0.00105	0.14521	0.72047	-3.61	0.72062	-3.59	-5.010	0.000	270766469	47.98
Wordpress 6.2 main page	20	100	20	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.58032	0.58501	0.00085	0.14605	0.58174	0.00	0.58167	0.00	1.336	0.999	1123345305	43.74
Wordpress 6.2 main page	20	100	20	PHP - previous master	341d2d1bdc	https://github.com/php/php-src/commit/341d2d1bdc	0.57980	0.58306	0.00061	0.10460	0.58110	-0.11	0.58104	-0.11	0.781	0.000	1119533915	44.21
Wordpress 6.2 main page	20	100	20	PHP - master	e861608eee	https://github.com/php/php-src/commit/e861608eee	0.57931	0.58966	0.00118	0.20290	0.58098	-0.13	0.58080	-0.15	4.305	0.000	1119536515	44.21
Wordpress 6.2 main page	20	100	20	PHP - master (JIT)	e861608eee	https://github.com/php/php-src/commit/e861608eee	0.51575	0.51921	0.00051	0.09847	0.51753	-11.04	0.51749	-11.03	0.144	0.000	865596525	61.62
bench.php	10	100	2	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.42706	0.43908	0.00224	0.51514	0.43427	0.00	0.43447	0.00	-0.460	0.999	2020638146	26.57
bench.php	10	100	2	PHP - previous master	341d2d1bdc	https://github.com/php/php-src/commit/341d2d1bdc	0.42452	0.48018	0.00785	1.83115	0.42857	-1.31	0.42692	-1.74	5.873	0.000	2020586617	27.12
bench.php	10	100	2	PHP - master	e861608eee	https://github.com/php/php-src/commit/e861608eee	0.42330	0.48454	0.00802	1.87134	0.42844	-1.34	0.42686	-1.75	6.238	0.000	2020586640	27.11
bench.php	10	100	2	PHP - master (JIT)	e861608eee	https://github.com/php/php-src/commit/e861608eee	0.14412	0.15043	0.00129	0.87911	0.14698	-66.16	0.14683	-66.20	0.339	0.000	536605669	27.87
