Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Average	Average diff %	Median	Median diff %	Instruction count	Memory usage
Laravel 11.1.2 demo app	50	50	100	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.43883	0.44081	0.00052	0.43967	0.00	0.43960	0.00	0	41.86
Laravel 11.1.2 demo app	50	50	100	PHP - previous master	6dd67bbb76	https://github.com/php/php-src/commit/6dd67bbb76	0.43720	0.44016	0.00053	0.43784	-0.42	0.43777	-0.42	0	41.77
Laravel 11.1.2 demo app	50	50	100	PHP - master	55e8ebe29b	https://github.com/php/php-src/commit/55e8ebe29b	0.43529	0.44285	0.00114	0.43628	-0.77	0.43604	-0.81	0	41.74
Laravel 11.1.2 demo app	50	50	100	PHP - master (JIT)	55e8ebe29b	https://github.com/php/php-src/commit/55e8ebe29b	0.42668	0.42860	0.00041	0.42745	-2.78	0.42744	-2.77	0	50.75
Symfony 2.6.0 demo app	50	50	100	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.71087	0.72299	0.00164	0.72074	0.00	0.72083	0.00	0	37.38
Symfony 2.6.0 demo app	50	50	100	PHP - previous master	6dd67bbb76	https://github.com/php/php-src/commit/6dd67bbb76	0.71618	0.71937	0.00069	0.71737	-0.47	0.71721	-0.50	0	37.35
Symfony 2.6.0 demo app	50	50	100	PHP - master	55e8ebe29b	https://github.com/php/php-src/commit/55e8ebe29b	0.70954	0.71656	0.00114	0.71353	-1.00	0.71330	-1.04	0	37.32
Symfony 2.6.0 demo app	50	50	100	PHP - master (JIT)	55e8ebe29b	https://github.com/php/php-src/commit/55e8ebe29b	0.68944	0.69321	0.00065	0.69083	-4.15	0.69086	-4.16	0	44.46
Wordpress 6.2 main page	10	50	20	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.58278	0.58587	0.00058	0.58382	0.00	0.58377	0.00	0	43.00
Wordpress 6.2 main page	10	50	20	PHP - previous master	6dd67bbb76	https://github.com/php/php-src/commit/6dd67bbb76	0.57945	0.58282	0.00065	0.58057	-0.56	0.58046	-0.57	0	42.91
Wordpress 6.2 main page	10	50	20	PHP - master	55e8ebe29b	https://github.com/php/php-src/commit/55e8ebe29b	0.57823	0.58051	0.00054	0.57919	-0.79	0.57915	-0.79	0	42.88
Wordpress 6.2 main page	10	50	20	PHP - master (JIT)	55e8ebe29b	https://github.com/php/php-src/commit/55e8ebe29b	0.52486	0.52673	0.00044	0.52561	-9.97	0.52552	-9.98	0	61.88
bench.php	10	50	0	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.21489	0.21949	0.00088	0.21615	0.00	0.21594	0.00	0	26.17
bench.php	10	50	0	PHP - previous master	6dd67bbb76	https://github.com/php/php-src/commit/6dd67bbb76	0.21716	0.22156	0.00089	0.21846	1.06	0.21828	1.09	0	26.14
bench.php	10	50	0	PHP - master	55e8ebe29b	https://github.com/php/php-src/commit/55e8ebe29b	0.21596	0.21938	0.00067	0.21756	0.65	0.21760	0.77	0	26.10
bench.php	10	50	0	PHP - master (JIT)	55e8ebe29b	https://github.com/php/php-src/commit/55e8ebe29b	0.07384	0.07724	0.00071	0.07515	-65.23	0.07504	-65.25	0	27.23
micro_bench.php	10	50	0	PHP - baseline@d5f6	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	1.34121	1.36421	0.00541	1.35216	0.00	1.35122	0.00	0	20.42
micro_bench.php	10	50	0	PHP - previous master	6dd67bbb76	https://github.com/php/php-src/commit/6dd67bbb76	1.27163	1.29290	0.00501	1.28255	-5.15	1.28284	-5.06	0	20.39
micro_bench.php	10	50	0	PHP - master	55e8ebe29b	https://github.com/php/php-src/commit/55e8ebe29b	1.27909	1.29417	0.00329	1.28527	-4.95	1.28505	-4.90	0	20.36
micro_bench.php	10	50	0	PHP - master (JIT)	55e8ebe29b	https://github.com/php/php-src/commit/55e8ebe29b	0.53070	0.54678	0.00366	0.53791	-60.22	0.53745	-60.23	0	21.64
