Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Rel std dev %	Mean	Mean diff %	Median	Median diff %	Skewness	Z-stat	P-value	Memory usage
Laravel 12.11.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.40015	0.40279	0.00054	0.13475	0.40070	0.00	0.40055	0.00	2.863	0.000	1.000	26.71
Laravel 12.11.0 demo app	50	50	100	PHP - previous master	c5cdea5ada	https://github.com/php/php-src/commit/c5cdea5ada	0.39020	0.39157	0.00026	0.06716	0.39060	-2.52	0.39055	-2.50	1.911	8.614	0.000	25.66
Laravel 12.11.0 demo app	50	50	100	PHP - master	7b78eb4fcc	https://github.com/php/php-src/commit/7b78eb4fcc	0.39064	0.39250	0.00039	0.09898	0.39097	-2.43	0.39084	-2.42	2.644	8.614	0.000	25.65
Laravel 12.11.0 demo app	50	50	100	PHP - master (JIT)	7b78eb4fcc	https://github.com/php/php-src/commit/7b78eb4fcc	0.36389	0.36703	0.00057	0.15520	0.36450	-9.03	0.36430	-9.05	2.627	8.614	0.000	26.21
Symfony 2.8.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.68078	0.68450	0.00082	0.11994	0.68214	0.00	0.68206	0.00	0.533	0.000	1.000	26.86
Symfony 2.8.0 demo app	50	50	100	PHP - previous master	c5cdea5ada	https://github.com/php/php-src/commit/c5cdea5ada	0.67418	0.67703	0.00065	0.09568	0.67501	-1.05	0.67484	-1.06	1.454	8.614	0.000	26.27
Symfony 2.8.0 demo app	50	50	100	PHP - master	7b78eb4fcc	https://github.com/php/php-src/commit/7b78eb4fcc	0.67660	0.67916	0.00043	0.06349	0.67737	-0.70	0.67728	-0.70	2.038	8.614	0.000	26.24
Symfony 2.8.0 demo app	50	50	100	PHP - master (JIT)	7b78eb4fcc	https://github.com/php/php-src/commit/7b78eb4fcc	0.64265	0.66804	0.00412	0.64022	0.64417	-5.57	0.64307	-5.72	4.798	8.614	0.000	26.25
Wordpress 6.9 main page	20	50	20	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.59227	0.59693	0.00108	0.18141	0.59421	0.00	0.59406	0.00	0.367	0.000	1.000	26.67
Wordpress 6.9 main page	20	50	20	PHP - previous master	c5cdea5ada	https://github.com/php/php-src/commit/c5cdea5ada	0.58725	0.59041	0.00075	0.12679	0.58814	-1.02	0.58799	-1.02	1.813	8.614	0.000	26.23
Wordpress 6.9 main page	20	50	20	PHP - master	7b78eb4fcc	https://github.com/php/php-src/commit/7b78eb4fcc	0.58751	0.59185	0.00101	0.17122	0.58854	-0.95	0.58817	-0.99	1.656	8.614	0.000	26.21
Wordpress 6.9 main page	20	50	20	PHP - master (JIT)	7b78eb4fcc	https://github.com/php/php-src/commit/7b78eb4fcc	0.51940	0.52303	0.00078	0.15019	0.52039	-12.42	0.52012	-12.45	1.854	8.614	0.000	26.21
bench.php	20	50	2	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.44373	0.44577	0.00048	0.10816	0.44467	0.00	0.44461	0.00	0.556	0.000	1.000	26.67
bench.php	20	50	2	PHP - previous master	c5cdea5ada	https://github.com/php/php-src/commit/c5cdea5ada	0.44887	0.45019	0.00027	0.06073	0.44954	1.10	0.44955	1.11	-0.064	-8.614	0.000	26.23
bench.php	20	50	2	PHP - master	7b78eb4fcc	https://github.com/php/php-src/commit/7b78eb4fcc	0.44824	0.45062	0.00041	0.09154	0.44958	1.11	0.44954	1.11	-0.168	-8.614	0.000	26.21
bench.php	20	50	2	PHP - master (JIT)	7b78eb4fcc	https://github.com/php/php-src/commit/7b78eb4fcc	0.14438	0.14502	0.00016	0.11300	0.14466	-67.47	0.14464	-67.47	0.209	8.614	0.000	26.21
