Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Rel std dev %	Mean	Mean diff %	Median	Median diff %	Skewness	Z-stat	P-value	Memory usage
Laravel 12.11.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.39835	0.40096	0.00083	0.20858	0.39932	0.00	0.39889	0.00	0.642	0.000	1.000	26.71
Laravel 12.11.0 demo app	50	50	100	PHP - previous master	9073875eb9	https://github.com/php/php-src/commit/9073875eb9	0.38881	0.39094	0.00040	0.10170	0.38957	-2.44	0.38947	-2.36	1.501	8.614	0.000	25.78
Laravel 12.11.0 demo app	50	50	100	PHP - master	1fd15d4254	https://github.com/php/php-src/commit/1fd15d4254	0.38929	0.39264	0.00057	0.14571	0.38986	-2.37	0.38968	-2.31	3.325	8.614	0.000	25.78
Laravel 12.11.0 demo app	50	50	100	PHP - master (JIT)	1fd15d4254	https://github.com/php/php-src/commit/1fd15d4254	0.36322	0.36727	0.00099	0.27103	0.36441	-8.74	0.36395	-8.76	1.128	8.614	0.000	25.78
Symfony 2.8.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.67754	0.67984	0.00052	0.07609	0.67829	0.00	0.67813	0.00	1.205	0.000	1.000	26.85
Symfony 2.8.0 demo app	50	50	100	PHP - previous master	9073875eb9	https://github.com/php/php-src/commit/9073875eb9	0.66915	0.67076	0.00043	0.06372	0.66975	-1.26	0.66967	-1.25	0.701	8.614	0.000	25.70
Symfony 2.8.0 demo app	50	50	100	PHP - master	1fd15d4254	https://github.com/php/php-src/commit/1fd15d4254	0.66918	0.67163	0.00047	0.07052	0.66984	-1.25	0.66974	-1.24	2.207	8.614	0.000	25.68
Symfony 2.8.0 demo app	50	50	100	PHP - master (JIT)	1fd15d4254	https://github.com/php/php-src/commit/1fd15d4254	0.64188	0.64446	0.00047	0.07334	0.64298	-5.20	0.64300	-5.18	0.210	8.614	0.000	26.17
Wordpress 6.9 main page	20	50	20	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.59234	0.59645	0.00100	0.16751	0.59422	0.00	0.59440	0.00	0.008	0.000	1.000	26.67
Wordpress 6.9 main page	20	50	20	PHP - previous master	9073875eb9	https://github.com/php/php-src/commit/9073875eb9	0.58920	0.59439	0.00098	0.16624	0.59008	-0.70	0.58984	-0.77	3.334	8.290	0.000	26.17
Wordpress 6.9 main page	20	50	20	PHP - master	1fd15d4254	https://github.com/php/php-src/commit/1fd15d4254	0.58934	0.59268	0.00068	0.11554	0.59004	-0.70	0.58986	-0.77	2.249	8.586	0.000	26.16
Wordpress 6.9 main page	20	50	20	PHP - master (JIT)	1fd15d4254	https://github.com/php/php-src/commit/1fd15d4254	0.52100	0.52489	0.00096	0.18341	0.52209	-12.14	0.52178	-12.22	1.917	8.614	0.000	26.27
bench.php	20	50	2	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.44325	0.44763	0.00078	0.17454	0.44473	0.00	0.44459	0.00	1.664	0.000	1.000	26.67
bench.php	20	50	2	PHP - previous master	9073875eb9	https://github.com/php/php-src/commit/9073875eb9	0.44920	0.45175	0.00061	0.13500	0.45065	1.33	0.45070	1.37	-0.294	-8.614	0.000	26.17
bench.php	20	50	2	PHP - master	1fd15d4254	https://github.com/php/php-src/commit/1fd15d4254	0.44959	0.45220	0.00064	0.14217	0.45094	1.40	0.45090	1.42	-0.087	-8.614	0.000	26.16
bench.php	20	50	2	PHP - master (JIT)	1fd15d4254	https://github.com/php/php-src/commit/1fd15d4254	0.14406	0.14565	0.00024	0.16809	0.14458	-67.49	0.14453	-67.49	1.863	8.614	0.000	26.27
