Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Rel std dev %	Mean	Mean diff %	Median	Median diff %	Skewness	Z-stat	P-value	Memory usage
Laravel 12.11.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.39637	0.39721	0.00017	0.04238	0.39673	0.00	0.39670	0.00	0.597	0.000	1.000	26.71
Laravel 12.11.0 demo app	50	50	100	PHP - previous master	de5a5820ef	https://github.com/php/php-src/commit/de5a5820ef	0.38972	0.39076	0.00022	0.05524	0.39002	-1.69	0.38997	-1.70	1.530	8.614	0.000	25.80
Laravel 12.11.0 demo app	50	50	100	PHP - master	f465d35334	https://github.com/php/php-src/commit/f465d35334	0.39031	0.39278	0.00061	0.15538	0.39096	-1.45	0.39076	-1.50	1.997	8.614	0.000	25.75
Laravel 12.11.0 demo app	50	50	100	PHP - master (JIT)	f465d35334	https://github.com/php/php-src/commit/f465d35334	0.36210	0.36408	0.00050	0.13900	0.36275	-8.57	0.36258	-8.60	1.389	8.614	0.000	25.82
Symfony 2.8.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.67481	0.67697	0.00057	0.08412	0.67546	0.00	0.67525	0.00	0.936	0.000	1.000	26.85
Symfony 2.8.0 demo app	50	50	100	PHP - previous master	de5a5820ef	https://github.com/php/php-src/commit/de5a5820ef	0.67169	0.67492	0.00057	0.08502	0.67245	-0.45	0.67230	-0.44	2.118	8.579	0.000	26.16
Symfony 2.8.0 demo app	50	50	100	PHP - master	f465d35334	https://github.com/php/php-src/commit/f465d35334	0.66613	0.67040	0.00077	0.11501	0.66677	-1.29	0.66656	-1.29	2.856	8.614	0.000	26.21
Symfony 2.8.0 demo app	50	50	100	PHP - master (JIT)	f465d35334	https://github.com/php/php-src/commit/f465d35334	0.63642	0.63931	0.00049	0.07710	0.63704	-5.69	0.63692	-5.68	2.291	8.614	0.000	26.35
Wordpress 6.9 main page	20	50	20	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.58979	0.59443	0.00107	0.18138	0.59195	0.00	0.59194	0.00	0.166	0.000	1.000	26.66
Wordpress 6.9 main page	20	50	20	PHP - previous master	de5a5820ef	https://github.com/php/php-src/commit/de5a5820ef	0.58690	0.59104	0.00092	0.15616	0.58777	-0.71	0.58750	-0.75	2.512	8.441	0.000	26.24
Wordpress 6.9 main page	20	50	20	PHP - master	f465d35334	https://github.com/php/php-src/commit/f465d35334	0.58669	0.58889	0.00040	0.06824	0.58730	-0.79	0.58724	-0.79	1.297	8.614	0.000	26.24
Wordpress 6.9 main page	20	50	20	PHP - master (JIT)	f465d35334	https://github.com/php/php-src/commit/f465d35334	0.51603	0.51991	0.00086	0.16594	0.51695	-12.67	0.51671	-12.71	1.990	8.614	0.000	26.31
bench.php	20	50	2	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.44325	0.45226	0.00163	0.36587	0.44485	0.00	0.44437	0.00	3.375	0.000	1.000	26.67
bench.php	20	50	2	PHP - previous master	de5a5820ef	https://github.com/php/php-src/commit/de5a5820ef	0.44845	0.44995	0.00038	0.08512	0.44908	0.95	0.44901	1.04	0.418	-7.924	0.000	26.25
bench.php	20	50	2	PHP - master	f465d35334	https://github.com/php/php-src/commit/f465d35334	0.44861	0.45122	0.00041	0.09133	0.44929	1.00	0.44929	1.11	1.912	-7.931	0.000	26.26
bench.php	20	50	2	PHP - master (JIT)	f465d35334	https://github.com/php/php-src/commit/f465d35334	0.14401	0.14532	0.00023	0.16032	0.14453	-67.51	0.14452	-67.48	0.749	8.614	0.000	26.33
