Test name	Test warmup	Test iterations	Test requests	PHP	PHP Commit hash	PHP Commit URL	Min	Max	Std dev	Rel std dev %	Mean	Mean diff %	Median	Median diff %	Skewness	Z-stat	P-value	Memory usage
Laravel 12.11.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.39277	0.39426	0.00029	0.07410	0.39316	0.00	0.39311	0.00	2.203	0.000	1.000	26.71
Laravel 12.11.0 demo app	50	50	100	PHP - previous master	b89e0ef305	https://github.com/php/php-src/commit/b89e0ef305	0.38541	0.38900	0.00074	0.19201	0.38608	-1.80	0.38585	-1.85	2.298	8.614	0.000	25.44
Laravel 12.11.0 demo app	50	50	100	PHP - master	51911cc1c6	https://github.com/php/php-src/commit/51911cc1c6	0.38528	0.38762	0.00059	0.15380	0.38590	-1.85	0.38570	-1.88	1.215	8.614	0.000	25.44
Laravel 12.11.0 demo app	50	50	100	PHP - master (JIT)	51911cc1c6	https://github.com/php/php-src/commit/51911cc1c6	0.35695	0.35988	0.00048	0.13540	0.35757	-9.05	0.35746	-9.07	2.662	8.614	0.000	25.51
Symfony 2.8.0 demo app	50	50	100	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.67071	0.67349	0.00066	0.09840	0.67149	0.00	0.67124	0.00	1.691	0.000	1.000	26.79
Symfony 2.8.0 demo app	50	50	100	PHP - previous master	b89e0ef305	https://github.com/php/php-src/commit/b89e0ef305	0.66161	0.66369	0.00050	0.07500	0.66255	-1.33	0.66249	-1.30	0.462	8.614	0.000	25.40
Symfony 2.8.0 demo app	50	50	100	PHP - master	51911cc1c6	https://github.com/php/php-src/commit/51911cc1c6	0.66521	0.66682	0.00039	0.05834	0.66586	-0.84	0.66581	-0.81	0.689	8.614	0.000	25.38
Symfony 2.8.0 demo app	50	50	100	PHP - master (JIT)	51911cc1c6	https://github.com/php/php-src/commit/51911cc1c6	0.63182	0.65233	0.00313	0.49506	0.63311	-5.72	0.63235	-5.79	5.296	8.614	0.000	25.38
Wordpress 6.9 main page	20	50	20	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.58618	0.59144	0.00120	0.20374	0.58884	0.00	0.58880	0.00	-0.075	0.000	1.000	26.66
Wordpress 6.9 main page	20	50	20	PHP - previous master	b89e0ef305	https://github.com/php/php-src/commit/b89e0ef305	0.58329	0.58622	0.00081	0.13851	0.58430	-0.77	0.58392	-0.83	0.758	8.607	0.000	25.28
Wordpress 6.9 main page	20	50	20	PHP - master	51911cc1c6	https://github.com/php/php-src/commit/51911cc1c6	0.58373	0.58640	0.00071	0.12087	0.58439	-0.76	0.58417	-0.79	1.710	8.579	0.000	25.27
Wordpress 6.9 main page	20	50	20	PHP - master (JIT)	51911cc1c6	https://github.com/php/php-src/commit/51911cc1c6	0.51398	0.51789	0.00093	0.18057	0.51535	-12.48	0.51517	-12.50	0.988	8.614	0.000	25.83
bench.php	20	50	2	PHP - baseline@d5f6e56	d5f6e56610	https://github.com/php/php-src/commit/d5f6e56610	0.44151	0.44421	0.00052	0.11771	0.44285	0.00	0.44286	0.00	0.067	0.000	1.000	26.66
bench.php	20	50	2	PHP - previous master	b89e0ef305	https://github.com/php/php-src/commit/b89e0ef305	0.44517	0.44795	0.00055	0.12378	0.44623	0.76	0.44626	0.77	0.387	-8.614	0.000	25.28
bench.php	20	50	2	PHP - master	51911cc1c6	https://github.com/php/php-src/commit/51911cc1c6	0.44615	0.44852	0.00048	0.10710	0.44710	0.96	0.44706	0.95	0.596	-8.614	0.000	25.27
bench.php	20	50	2	PHP - master (JIT)	51911cc1c6	https://github.com/php/php-src/commit/51911cc1c6	0.14326	0.14595	0.00049	0.33880	0.14382	-67.52	0.14372	-67.55	3.237	8.614	0.000	25.83
